Date,Technology (IYW),Basic Materials (IYM),Consumer Goods (IYK),Services (IYC),Healthcare (IYH),Utilities (IDU)
2000-05-19,98.382324,,,,,
2000-05-22,95.020744,,,,,
2000-05-23,97.149742,,,,,
2000-05-24,96.141289,,,,,
2000-05-25,94.796669,,,,,
2000-05-26,94.684608,,,,,
2000-05-30,100.651398,,,,,
2000-05-31,103.284645,,,,,
2000-06-01,105.749802,,,,,
2000-06-02,111.828659,,,,,
2000-06-05,113.061241,,,,,
2000-06-06,111.576523,,,,,
2000-06-07,112.921181,,,,,
2000-06-08,112.697075,,,,,
2000-06-09,114.069710,,,,,
2000-06-12,111.604561,,,,,
2000-06-13,112.500999,,,,,
2000-06-14,111.156349,,,,,
2000-06-15,112.697075,,,,,
2000-06-16,112.879150,,29.423733,,51.203468,
2000-06-19,117.767441,,29.245955,,51.938198,
2000-06-20,118.229675,25.456661,29.245955,,51.431496,38.428226
2000-06-21,119.728394,25.456661,29.245955,,52.254879,38.935253
2000-06-22,116.618919,25.138449,29.245955,,50.722080,38.323326
2000-06-23,113.789597,24.911167,29.245955,,50.848759,38.323326
2000-06-26,114.013733,24.911167,29.023718,,51.380821,38.270893
2000-06-27,113.705521,25.320297,29.090391,,51.849529,37.431698
2000-06-28,114.742065,25.320297,29.090391,51.922245,52.191547,37.466675
2000-06-29,113.271362,25.320297,29.090391,51.922245,52.926296,37.903736
2000-06-30,114.349861,25.320297,29.090391,51.704765,52.495567,36.802292
2000-07-03,115.246254,24.638411,29.090391,51.704765,53.509010,36.802292
2000-07-05,110.007820,24.638411,29.090391,51.704765,54.269089,36.802292
2000-07-06,112.837166,24.638411,29.090391,52.846516,53.965065,37.589046
2000-07-07,115.526382,24.638411,29.090391,54.124199,54.193100,37.973682
2000-07-10,114.083694,24.638411,29.334845,54.124199,54.750469,38.900295
2000-07-11,112.921181,25.956711,28.534809,54.124199,55.409172,38.935253
2000-07-12,116.955078,25.956711,28.534809,54.124199,54.851814,39.092617
2000-07-13,119.868500,25.956711,28.979269,54.124199,52.495567,38.952721
2000-07-14,122.109482,25.865795,29.668200,55.429054,51.469501,38.952721
2000-07-17,123.089958,25.865795,29.668200,55.238747,53.103642,39.407303
2000-07-18,119.672379,25.865795,29.668200,55.238747,52.571598,39.407303
2000-07-19,115.974617,25.842134,29.671568,54.776619,51.609634,39.390499
2000-07-20,118.775925,25.842134,30.316614,54.776619,50.874886,39.390499
2000-07-21,115.918587,25.842134,30.316614,54.776619,51.609634,39.390499
2000-07-24,113.047249,25.842134,30.316614,54.776619,52.496395,39.390499
2000-07-25,114.349861,25.842134,30.316614,54.776619,50.874886,39.390499
2000-07-26,112.192833,25.842134,30.316614,53.444561,50.773548,39.267956
2000-07-27,109.363503,25.842134,30.316614,53.526127,51.774326,39.705635
2000-07-28,104.111015,24.454477,30.316614,52.098934,51.432274,39.390499
2000-07-31,107.822777,24.954948,30.316614,51.867874,50.672199,39.355499
2000-08-01,105.721794,24.954948,30.316614,51.867874,52.521725,39.355499
2000-08-02,104.447197,25.205183,30.316614,51.867874,52.952446,40.773552
2000-08-03,106.674217,25.205183,29.337938,51.867874,53.357845,41.526348
2000-08-04,106.744263,25.205183,29.337938,51.867874,52.876446,41.526348
2000-08-07,110.245934,25.205183,29.337938,51.867874,53.028431,42.489212
2000-08-08,110.960266,25.705643,29.337938,54.695084,53.053791,42.979420
2000-08-09,111.366455,25.705643,29.137768,54.695084,50.266834,42.576740
2000-08-10,108.803261,25.705643,28.982065,54.695084,50.570839,42.410435
2000-08-11,108.270973,25.705643,29.471392,54.695084,51.330944,42.874363
2000-08-14,110.876236,25.705643,29.938494,54.695084,51.229584,43.539623
2000-08-15,111.926743,25.705643,29.938494,54.695084,50.646854,43.574642
2000-08-16,112.500999,25.705643,29.871758,52.737782,51.077591,43.592152
2000-08-17,114.980164,25.705643,29.871758,52.493114,51.533623,44.073593
2000-08-18,115.582436,25.705643,29.871758,52.493114,50.368176,43.994820
2000-08-21,115.442352,26.024115,29.871758,52.465927,51.026920,43.767223
2000-08-22,115.638466,25.705643,29.894016,52.465927,50.824219,43.819748
2000-08-23,117.459305,25.546410,29.582609,52.846516,51.077591,44.449989
2000-08-24,118.341713,25.546410,29.938494,52.656212,51.710976,43.732216
2000-08-25,118.215691,25.546410,29.693823,52.656212,52.065681,43.189507
2000-08-28,120.176582,25.546410,29.604860,52.710579,51.634972,43.994820
2000-08-29,120.568771,25.284798,29.493631,52.710579,50.950886,43.627171
2000-08-30,120.386703,25.284798,29.226727,52.275642,51.280266,43.977295
2000-08-31,122.641785,25.330299,28.959818,51.922245,51.964344,44.642570
2000-09-01,122.977928,25.273426,29.048769,51.922245,51.913670,44.887657
2000-09-05,120.064545,25.705643,29.182255,52.194092,50.507523,45.307827
2000-09-06,116.254761,26.035490,29.182255,52.194092,49.304039,45.815521
2000-09-07,118.944008,24.772959,29.004297,52.221272,50.165474,46.095619
2000-09-08,115.750519,24.545477,29.004297,52.221272,50.279488,46.988480
2000-09-11,111.996758,24.363480,29.004297,53.131958,50.190804,48.126431
2000-09-12,109.811722,24.363480,29.048769,53.077591,50.520176,48.091419
2000-09-13,110.428024,24.363480,29.048769,53.077591,51.026920,48.038887
2000-09-14,111.604561,23.430809,28.759636,53.254292,51.052227,47.688747
2000-09-15,109.405525,23.248827,28.759636,53.064003,50.849564,48.599125
2000-09-18,108.018852,23.248827,28.759636,52.629044,50.266834,48.354015
2000-09-19,112.234810,22.839350,28.759636,51.351383,50.494846,46.463280
2000-09-20,114.069710,22.839350,28.759636,50.916428,50.697536,45.465389
2000-09-21,112.220825,22.065897,28.759636,51.460106,51.837646,44.957691
2000-09-22,108.523125,21.838427,28.759636,50.997978,53.737865,46.183167
2000-09-25,106.618217,21.906668,28.403753,50.997978,53.484512,46.375763
2000-09-26,105.385643,21.906668,28.648413,50.997978,52.876446,47.653748
2000-09-27,103.704857,21.519945,28.603943,50.440689,53.003132,47.951370
2000-09-28,107.556671,22.247887,29.137768,51.215435,53.915218,48.494099
2000-09-29,104.041000,22.702864,29.093262,50.617405,54.092590,48.721684
2000-10-02,101.631851,22.566370,29.093262,50.277599,53.028431,49.019283
2000-10-03,97.710022,22.566370,29.093262,50.277599,53.281822,47.977619
2000-10-04,99.152725,22.566370,29.093262,51.378559,52.179707,46.690884
2000-10-05,98.662491,23.658285,30.005215,51.378559,53.585846,45.920574
2000-10-06,95.749077,23.783413,29.727190,51.378559,52.952446,46.375763
2000-10-09,95.721069,23.703794,29.449156,49.883400,52.319054,46.778412
2000-10-10,90.762756,23.976765,29.693823,49.883400,53.737865,47.181076
2000-10-11,89.390099,23.658285,29.271217,48.062069,53.383163,47.146046
2000-10-12,86.672821,23.658285,28.514961,45.697018,53.535160,46.515789
2000-10-13,94.460472,21.883913,28.270288,45.234890,52.876446,46.725872
2000-10-16,93.732117,21.883913,28.759636,46.689262,54.117928,47.251087
2000-10-17,91.827255,21.701927,28.270288,44.963047,54.928661,46.900936
2000-10-18,89.754265,21.647020,27.850368,44.922577,54.484268,46.382172
2000-10-19,97.934090,21.784309,27.850368,44.922577,53.647606,46.188549
2000-10-20,99.334785,21.784309,27.850368,47.369930,54.129333,45.854103
2000-10-23,98.606453,21.830078,27.850368,47.369930,55.409645,46.496586
2000-10-24,96.533463,21.830078,28.876093,48.022564,54.611027,45.977329
2000-10-25,90.314514,22.608084,29.210566,47.424305,55.853352,44.815563
2000-10-26,92.667625,23.065733,29.210566,46.907658,55.980148,44.604343
2000-10-27,92.667625,22.676744,29.678825,47.533089,55.004017,45.229221
2000-10-30,89.866318,24.964996,30.213987,48.756760,54.991337,46.487801
2000-10-31,95.637062,25.262487,30.258566,50.415524,55.244873,46.699013
2000-11-01,94.572540,24.919239,30.459251,50.714645,55.878708,47.420704
2000-11-02,97.541916,24.667519,30.526155,51.204124,56.157593,46.927830
2000-11-03,98.774521,24.530239,30.370062,51.326477,55.904060,46.030121
2000-11-06,97.990150,24.942108,30.726843,50.904991,56.385761,46.470169
2000-11-07,97.934090,25.193827,30.882914,50.877804,56.271702,46.470169
2000-11-08,91.603134,25.559954,30.938677,51.068153,56.994255,46.769432
2000-11-09,90.314514,24.827707,30.481556,48.457645,56.715385,46.751823
2000-11-10,85.160110,24.484476,30.882914,47.505886,56.791416,47.209499
2000-11-13,85.608315,24.850590,30.303171,47.369930,54.433552,46.531792
2000-11-14,89.418106,24.850590,30.503862,48.729588,55.244873,45.924500
2000-11-15,90.874794,25.376890,30.793728,49.083099,55.967430,46.646202
2000-11-16,87.065002,24.484476,30.726843,48.539207,55.194164,46.892647
2000-11-17,87.121017,24.461588,30.749132,48.376057,55.143459,47.684757
2000-11-20,83.311234,24.026817,30.370062,47.342743,55.016701,47.719940
2000-11-21,82.358780,24.141230,30.258566,46.907658,55.422321,47.209499
2000-11-22,79.613495,23.981041,30.124792,46.635731,54.915260,47.068676
2000-11-24,83.367264,23.981041,30.124792,46.853271,54.763165,47.033455
2000-11-27,82.806992,24.186989,29.790314,47.968178,56.537872,47.174286
2000-11-28,78.324936,24.461588,29.968710,47.424305,56.766056,47.561543
2000-11-29,77.316422,24.850590,29.968710,47.478691,57.501324,47.561543
2000-11-30,73.226479,24.621769,30.213987,46.907658,56.563236,46.663803
2000-12-01,74.346985,25.605715,29.946394,47.397125,55.396999,46.470169
2000-12-04,74.290993,26.887150,30.280872,47.206764,56.170261,46.875050
2000-12-05,82.750969,27.093088,30.124792,48.974297,56.309692,46.716610
2000-12-06,79.949661,26.406609,29.857210,48.647991,55.422321,46.663803
2000-12-07,77.932716,25.994730,30.303171,48.104126,55.701218,46.848644
2000-12-08,78.885170,26.337959,30.303171,48.756760,55.980148,47.051067
2000-12-11,85.608315,26.246435,29.790314,48.457645,56.715385,46.769432
2000-12-12,83.479324,26.246435,30.124792,48.919922,56.259003,47.403095
2000-12-13,79.277344,25.926081,30.459251,48.702377,56.968918,47.508724
2000-12-14,76.896210,26.177784,30.503862,48.049744,56.284332,47.139076
2000-12-15,73.562637,26.177784,30.191683,47.614666,56.512520,47.227097
2000-12-18,72.442123,26.177784,29.901806,47.261154,56.411137,47.913578
2000-12-19,69.024498,27.161736,30.303171,46.662910,57.374554,48.371254
2000-12-20,63.870087,26.219326,29.670681,45.131298,56.729145,49.022995
2000-12-21,63.085724,26.910500,29.737749,45.759624,56.399033,48.685741
2000-12-22,69.640800,28.223783,30.050783,46.756790,56.170486,48.845497
2000-12-26,68.464249,28.131620,30.565054,46.551888,57.338608,50.833408
2000-12-27,69.472687,28.661551,30.945147,47.699295,57.871845,50.673656
2000-12-28,69.892921,29.214504,30.922783,48.409588,58.760628,50.851131
2000-12-29,66.839462,28.914963,31.079319,48.682796,58.430531,50.425148
2001-01-02,61.404919,27.624743,30.542692,47.426109,56.881504,48.774490
2001-01-03,72.330040,28.062504,30.006063,49.775562,55.484848,46.538105
2001-01-04,71.937874,28.753685,29.156416,52.125015,52.767780,43.414265
2001-01-05,66.615341,28.200731,29.447084,50.376572,51.853577,43.733746
2001-01-08,66.041138,28.039465,29.715393,49.174522,51.777416,44.150864
2001-01-09,68.072052,27.440428,30.140211,49.966785,52.691570,43.733746
2001-01-10,70.593246,27.163950,30.162575,49.775562,52.437653,43.503017
2001-01-11,72.610214,26.472754,30.028423,51.086876,51.574253,41.816860
2001-01-12,72.946350,26.380589,29.715393,51.879131,52.259880,42.855190
2001-01-16,71.881836,27.186993,30.229660,52.589436,52.970909,42.029850
2001-01-17,74.206955,26.979630,30.006063,52.944588,51.701237,42.384823
2001-01-18,78.605003,26.818361,30.252018,52.507473,52.437653,42.899544
2001-01-19,79.277344,25.896769,29.871904,51.797169,51.498077,43.334400
2001-01-22,77.652588,25.965878,29.961355,52.234280,52.691570,44.230732
2001-01-23,79.725525,26.173239,29.871904,52.835312,52.983601,44.780952
2001-01-24,80.509926,26.173239,30.095501,52.999222,52.615383,45.437675
2001-01-25,76.938255,26.772266,30.408533,53.463646,53.834278,46.200897
2001-01-26,77.316422,26.357555,30.006063,52.726013,53.872391,45.934647
2001-01-29,79.691963,26.210112,29.979246,53.624271,53.549896,46.374825
2001-01-30,79.691963,27.500336,30.408533,53.764145,53.387363,45.721649
2001-01-31,78.347298,27.758387,30.394217,54.245003,53.387363,45.437675
2001-02-01,78.212822,27.905836,30.945147,53.947727,53.631126,44.869701
2001-02-02,74.277550,27.684654,30.802044,52.715099,53.793671,45.466072
2001-02-05,72.789497,27.942694,31.059633,52.741318,53.956184,46.005623
2001-02-06,73.551445,27.574055,31.088249,53.073513,53.753033,45.948833
2001-02-07,71.848251,27.684654,31.445997,53.064781,53.671749,46.431606
2001-02-08,70.010574,27.279140,31.481783,52.260509,53.712383,47.027988
2001-02-09,67.231667,27.352882,31.496084,51.386295,53.956184,47.794769
2001-02-12,67.186844,26.947372,31.660639,52.583954,54.565590,47.453964
2001-02-13,65.887047,27.500336,31.445997,52.671368,53.346718,47.425568
2001-02-14,67.769516,27.316011,30.980923,52.601437,53.184189,47.329006
2001-02-15,70.548401,27.168552,30.873604,52.968616,52.729164,46.573605
2001-02-16,66.245605,27.205421,31.352991,52.461571,52.168468,47.453964
2001-02-20,61.960709,27.360247,31.660639,52.444084,52.168468,47.550518
2001-02-21,60.284386,26.822044,31.259970,50.931698,52.005955,47.436924
2001-02-22,59.163864,27.028486,30.666115,50.214840,51.680912,47.164322
2001-02-23,60.149937,26.438669,30.530161,50.005047,51.437141,46.380524
2001-02-26,60.598148,27.721516,30.472916,51.491188,52.859184,46.908710
2001-02-27,57.191738,27.684654,30.601728,51.001633,52.452877,46.744003
2001-02-28,55.578175,27.905836,30.701878,50.721893,53.021687,46.516811
2001-03-01,57.639946,27.610928,30.587404,49.926376,52.371616,46.800804
2001-03-02,55.219593,28.385044,30.666115,50.267307,52.777916,46.829197
2001-03-05,56.519421,29.011751,30.501556,50.118679,52.534134,47.033657
2001-03-06,59.119057,28.974888,29.986393,51.298874,51.355873,47.056381
2001-03-07,58.984592,29.549955,30.365606,51.456226,50.234501,47.578911
2001-03-08,57.819233,29.970194,30.966610,52.041950,50.843925,47.624348
2001-03-09,53.731541,29.516607,30.844107,51.319572,50.802460,47.438423
2001-03-12,49.841061,28.835869,30.557505,48.730850,48.589767,46.237015
2001-03-13,53.337109,27.733326,29.790884,48.870773,48.809418,45.539055
2001-03-14,52.351048,27.296762,29.411161,47.961239,47.914570,44.640850
2001-03-15,51.275356,26.823198,29.246368,48.669624,47.751869,45.968140
2001-03-16,49.706600,26.719597,29.160385,47.926239,46.393330,45.195789
2001-03-19,51.678741,27.304153,29.303699,48.276058,47.467129,44.909756
2001-03-20,48.630901,27.452158,29.052923,48.144882,46.409603,44.892574
2001-03-21,49.392860,26.586414,28.443909,47.156635,44.823311,44.194622
2001-03-22,51.992481,25.824255,27.605646,46.142124,44.335220,42.232330
2001-03-23,53.247467,25.728073,28.264809,46.658138,45.474083,43.101913
2001-03-26,51.992481,26.386608,28.286299,47.655136,46.385201,44.760994
2001-03-27,53.471592,27.082178,28.966949,48.617130,47.426468,45.624889
2001-03-28,49.213570,26.675203,28.837980,48.101162,47.792538,45.510456
2001-03-29,47.734486,26.534611,28.880972,47.934994,48.199284,45.653484
2001-03-30,47.779293,26.638203,29.196218,48.232334,48.321327,46.671822
2001-04-02,46.076103,26.453220,28.981289,47.488956,46.775673,46.786251
2001-04-03,43.028259,26.031445,28.314945,45.836029,46.124882,46.402935
2001-04-04,42.131844,26.031445,28.479738,45.914745,46.653664,46.053951
2001-04-05,46.793232,27.104378,28.458254,47.707603,47.833218,45.939514
2001-04-06,44.014324,26.823198,28.436739,47.550190,47.833218,44.623703
2001-04-09,44.193604,27.452158,28.730515,47.401489,48.484009,45.853703
2001-04-10,48.496441,28.414085,28.228991,48.529682,48.565361,47.346889
2001-04-11,50.378925,28.155104,27.985369,48.013691,47.467129,47.169544
2001-04-12,51.947674,27.918318,28.035538,48.311039,48.402645,46.700413
2001-04-16,50.011398,28.273489,28.057030,48.415997,48.402645,47.398376
2001-04-17,50.378925,28.192089,28.465418,48.940742,49.948299,48.468208
2001-04-18,55.443710,29.006056,28.343618,52.019222,49.582207,48.313717
2001-04-19,60.194752,28.747055,28.408104,52.325314,49.151066,47.627209
2001-04-20,60.060280,28.628679,28.408104,51.905518,48.484009,47.055088
2001-04-23,56.026382,28.229099,28.372269,51.030933,48.158615,47.981907
2001-04-24,54.861031,28.325298,28.064180,50.418777,47.589153,48.285149
2001-04-25,55.802280,28.354887,28.888132,51.433254,48.728073,48.571178
2001-04-26,54.368004,29.191032,29.024265,52.080429,49.338169,49.200481
2001-04-27,55.936752,29.265028,29.088739,52.465252,49.988960,48.857239
2001-04-30,57.102100,29.250231,29.017107,52.299088,50.517738,49.189037
2001-05-01,58.222614,29.161440,29.812387,53.374794,50.599072,49.028854
2001-05-02,60.194752,29.139238,29.769403,53.567192,50.062172,48.199310
2001-05-03,57.774395,29.265028,29.561605,52.928761,49.622902,47.581432
2001-05-04,59.163864,29.649815,29.633263,52.963745,50.355034,47.838879
2001-05-07,58.491550,29.228037,29.848204,52.946243,50.411980,47.873219
2001-05-08,59.567230,29.279819,29.590267,52.920025,50.233021,47.112328
2001-05-09,57.801300,29.561016,29.726404,52.727596,50.314354,47.810299
2001-05-10,56.922798,30.152973,29.704901,53.540943,49.866947,47.775967
2001-05-11,55.820217,29.450008,29.733564,53.208618,49.460194,48.170708
2001-05-14,55.049286,29.598003,29.661919,53.427258,49.866947,48.685600
2001-05-15,55.667824,29.864391,29.633263,52.998737,49.744911,48.056309
2001-05-16,57.774395,31.632856,30.471540,54.214378,51.575260,48.433884
2001-05-17,58.446720,31.928852,30.163441,54.800335,52.348080,48.199310
2001-05-18,58.491550,31.573658,30.127632,54.826572,51.819317,48.800018
2001-05-21,61.494556,31.980648,29.805208,56.085938,52.266743,49.200481
2001-05-22,61.871056,31.262894,29.869694,56.278362,51.778641,49.200481
2001-05-23,59.612087,30.907715,29.948515,55.360054,50.965149,49.486534
2001-05-24,60.508480,30.160374,30.206434,55.456245,51.005840,49.126137
2001-05-25,59.800320,30.293547,30.020159,55.010231,50.656010,47.987640
2001-05-29,56.429775,30.419350,30.170618,54.266842,51.209194,47.793133
2001-05-30,53.247467,29.879169,30.235088,53.785839,51.046494,47.753067
2001-05-31,54.143906,30.515551,29.984329,54.048210,51.005840,48.285149
2001-06-01,55.219593,30.404539,30.113287,54.048210,51.859997,47.913261
2001-06-04,55.237537,30.604336,30.163441,53.715862,52.494503,47.816021
2001-06-05,58.043327,30.937321,30.213608,54.485497,53.039555,47.055088
2001-06-06,57.460663,30.752319,30.055975,53.890789,52.551456,46.580284
2001-06-07,59.567230,30.670937,29.891195,53.925777,52.681629,45.922359
2001-06-08,57.998508,30.615263,29.794893,53.924911,52.684052,46.507446
2001-06-11,56.295315,30.095743,29.723024,53.907406,51.829063,47.076984
2001-06-12,56.340118,29.925035,29.643976,53.531269,51.609200,47.002205
2001-06-13,54.592117,30.169960,29.715836,53.592510,51.666210,46.058704
2001-06-14,52.216583,29.450035,29.464327,52.866516,51.299770,44.700993
2001-06-15,51.454620,29.049255,29.176853,52.018066,51.503353,45.552456
2001-06-18,50.423748,28.997295,28.896597,52.009319,51.544060,45.448895
2001-06-19,50.423748,29.197680,28.824730,52.193008,51.991924,45.120956
2001-06-20,50.603031,29.390663,28.889408,52.962734,52.806198,45.506401
2001-06-21,51.364990,29.123476,29.356531,54.222294,52.969051,43.901329
2001-06-22,51.096050,28.685581,29.227173,53.163914,50.974079,44.177464
2001-06-25,51.768379,28.514881,29.205605,52.612865,50.566929,44.154461
2001-06-26,52.261410,28.017605,29.248728,52.289207,50.355190,44.194721
2001-06-27,52.530334,28.841444,29.521824,52.350441,50.119068,44.890846
2001-06-28,53.785332,28.841444,29.838013,52.551628,50.689068,45.161236
2001-06-29,55.129967,29.279316,29.651171,53.400085,49.589779,44.994392
2001-07-02,55.085140,29.420359,30.204517,53.356350,50.119068,45.241779
2001-07-03,54.816223,29.205112,29.967358,53.207653,50.037640,45.310825
2001-07-05,53.202648,29.205112,29.802082,52.569107,49.264072,45.960899
2001-07-06,49.975521,28.744967,29.572123,51.274574,48.824371,46.242813
2001-07-09,50.387890,28.997295,29.536192,51.414520,49.825924,46.260063
2001-07-10,48.406799,28.923086,29.399639,50.828480,49.101223,46.731812
2001-07-11,48.855011,28.848866,29.550564,50.889698,48.718506,45.972431
2001-07-12,52.844090,29.309021,29.449953,52.446659,48.042641,45.621483
2001-07-13,52.709614,29.257067,29.579298,52.682835,48.954620,45.339561
2001-07-16,51.409801,28.945347,29.744583,52.551628,48.319515,45.851597
2001-07-17,51.947674,28.811750,29.744583,53.050213,49.198925,45.368332
2001-07-18,49.796246,29.338701,30.003302,52.140526,50.452927,44.988628
2001-07-19,51.096050,29.516834,29.895504,52.088028,50.200512,44.781517
2001-07-20,50.423748,29.457460,30.096720,52.402908,50.648346,43.699966
2001-07-23,49.482506,28.989887,29.758961,51.160866,49.760780,42.572365
2001-07-24,48.666748,28.158623,29.248728,50.749748,49.019775,40.685398
2001-07-25,49.572147,28.596519,29.766142,51.606964,49.182648,41.997082
2001-07-26,50.961594,28.744967,29.593683,52.236744,49.874790,42.952084
2001-07-27,50.782318,28.425816,29.579298,52.262981,49.996922,42.549355
2001-07-30,50.737514,28.581663,29.572123,52.429173,50.241203,43.216717
2001-07-31,51.096050,29.138313,30.032040,52.656582,50.892624,42.929070
2001-08-01,52.351048,28.982458,29.794893,52.464161,50.689068,43.233971
2001-08-02,53.462608,29.078934,29.945820,52.918999,50.167915,43.861038
2001-08-03,52.673771,29.078934,29.802082,52.700321,50.298233,44.039406
2001-08-06,51.633915,28.893396,29.687088,51.808147,49.842197,42.802483
2001-08-07,51.400852,28.715260,29.823639,52.044315,50.281929,42.773720
2001-08-08,49.357006,28.863701,29.708654,51.694443,49.630493,42.054600
2001-08-09,49.616955,28.329332,29.751774,51.344547,49.671211,42.261707
2001-08-10,49.572147,28.744967,29.945820,51.423271,50.241203,42.629906
2001-08-13,49.984516,28.655893,29.852385,50.933449,50.689068,42.169655
2001-08-14,49.482506,28.878555,29.945820,50.723511,50.566929,42.227192
2001-08-15,47.689659,28.945347,30.211699,50.015003,50.566929,41.364239
2001-08-16,48.182697,28.537138,30.463236,50.207455,50.444775,41.364239
2001-08-17,46.309174,28.826601,30.377007,49.332752,49.972496,41.623123
2001-08-20,46.389858,28.782066,30.880056,49.813820,50.566929,41.945290
2001-08-21,45.269318,28.871122,30.822542,49.070339,50.444775,41.997082
2001-08-22,45.807167,28.923086,30.966286,48.991623,50.770493,42.463074
2001-08-23,45.717525,29.019558,31.260920,49.114082,51.088078,42.227192
2001-08-24,47.743427,29.464878,31.433399,50.032509,51.609200,42.290482
2001-08-27,48.227509,29.635584,31.347164,49.901302,51.389339,43.021118
2001-08-28,46.972500,29.093779,31.023775,49.157810,50.770493,43.101650
2001-08-29,46.174706,29.041838,30.851299,48.501804,50.395927,42.739201
2001-08-30,44.095009,28.611359,31.088451,47.146030,50.110920,42.192684
2001-08-31,44.372902,28.960199,31.038157,47.784542,49.549065,42.261707
2001-09-04,43.126877,29.257067,31.347164,48.108177,50.094643,42.336506
2001-09-05,42.355942,29.130886,31.548382,47.688320,50.811214,41.916534
2001-09-06,40.876854,28.796902,31.224993,46.446266,50.037640,41.789959
2001-09-07,40.867897,27.824636,31.059696,44.399479,48.661499,41.784218
2001-09-10,41.056152,27.446129,31.131567,44.478191,49.264072,41.191650
2001-09-17,38.071045,24.863302,30.901608,40.585812,48.856934,40.846455
2001-09-18,38.680618,25.048855,30.865673,39.929794,47.879799,40.127338
2001-09-19,36.663666,24.061747,30.218901,38.399086,47.350506,39.120548
2001-09-20,34.915649,23.601591,29.751774,37.655571,46.821228,39.753395
2001-09-21,34.064037,22.859394,28.702559,37.891735,45.111256,38.947968
2001-09-24,36.125816,24.328938,29.334946,39.859810,45.681225,38.878948
2001-09-25,36.170616,24.455097,29.622425,40.017265,46.340801,38.689087
2001-09-26,34.377781,24.024635,29.442760,39.492458,47.309784,37.176033
2001-09-27,33.795116,24.751982,30.003302,39.711124,48.775505,36.997688
2001-09-28,34.646709,25.568380,30.111090,41.198086,49.288502,38.200089
2001-10-01,34.073009,25.019133,30.015005,40.754509,49.792133,38.364864
2001-10-02,34.135754,25.460030,30.195646,41.008228,50.077332,39.136570
2001-10-03,37.246338,25.579601,30.296797,43.388058,49.873627,40.297047
2001-10-04,38.008293,25.519817,30.094475,42.871845,49.669880,40.465302
2001-10-05,38.456516,25.811251,30.397955,42.653103,49.914356,40.604561
2001-10-08,38.868858,25.220894,30.275124,41.664433,49.751381,40.569733
2001-10-09,37.524239,25.467508,30.296797,41.541958,49.547630,39.867661
2001-10-10,39.012295,26.199850,30.744776,42.609375,50.362579,39.966301
2001-10-11,41.423664,27.119015,30.593044,44.140495,50.020298,40.355045
2001-10-12,41.737411,26.752844,30.173944,43.055573,50.281086,39.780636
2001-10-15,41.432636,26.640745,30.130610,43.475540,50.770050,39.815437
2001-10-16,42.266304,26.939657,29.877691,43.991772,50.859680,40.471115
2001-10-17,40.249363,26.252144,29.812689,42.478130,50.305527,40.268021
2001-10-18,40.195568,26.282053,29.978863,42.390629,50.150700,39.165585
2001-10-19,41.011314,26.177427,30.412409,42.784348,50.566299,39.560150
2001-10-22,41.898769,26.812620,30.679745,43.169331,51.340492,38.875454
2001-10-23,41.782246,27.006907,30.513559,43.300564,50.680401,38.544731
2001-10-24,42.965511,26.864933,30.390722,42.959339,50.647808,37.401680
2001-10-25,44.319111,26.894825,30.585827,43.353062,50.892273,37.773010
2001-10-26,43.745392,27.298349,30.650837,43.668034,50.778187,37.825237
2001-10-29,41.773262,26.700523,30.513559,42.556866,50.484818,37.703400
2001-10-30,40.563099,26.453922,30.347366,41.218224,49.710625,37.099964
2001-10-31,42.131844,26.229731,30.296797,42.093143,49.612835,37.221813
2001-11-01,43.288231,26.760307,30.802578,42.565624,50.240341,37.169590
2001-11-02,43.431652,27.119015,30.918192,42.836849,49.995857,36.844654
2001-11-05,44.507362,27.208675,31.149414,43.746777,50.158836,37.714996
2001-11-06,46.111961,27.567366,31.330048,44.630482,50.680401,37.511932
2001-11-07,46.076103,27.507597,31.279486,44.184238,50.256622,37.366867
2001-11-08,45.502384,27.627161,30.831495,44.691715,49.792133,38.068947
2001-11-09,45.941650,27.686953,31.055479,44.709209,49.832882,38.184978
2001-11-12,46.506382,27.395506,30.997679,44.665470,49.824718,38.411285
2001-11-13,48.093056,28.172672,31.200001,45.925377,50.199577,38.683987
2001-11-14,48.227509,28.665892,31.286694,46.940308,50.020298,37.935493
2001-11-15,48.317165,28.994680,31.590183,47.290279,50.118107,37.610554
2001-11-16,48.397831,28.770514,31.575729,46.940308,50.354424,37.401680
2001-11-19,48.980507,29.196463,31.489017,47.762730,51.047112,37.401680
2001-11-20,47.366932,29.308561,31.445673,47.115276,51.307892,37.680199
2001-11-21,47.017330,29.114265,31.243357,46.721565,51.788700,37.111568
2001-11-23,47.913776,29.517792,31.380625,47.054039,51.902794,37.123177
2001-11-26,48.675716,29.368336,31.344511,47.815228,52.603626,36.989719
2001-11-27,48.550209,29.293602,31.127733,47.369011,52.261368,37.041935
2001-11-28,47.106979,29.032057,30.730333,46.590328,51.756111,35.794437
2001-11-29,48.532303,29.002184,31.200001,46.634083,51.967987,36.183201
2001-11-30,48.406799,29.368336,31.337271,47.281540,52.147266,35.893082
2001-12-03,47.868942,28.770514,31.077154,46.677803,52.228760,35.666782
2001-12-04,49.348042,29.181515,31.337271,47.150280,51.902794,36.322453
2001-12-05,51.858017,30.138056,31.489017,48.996399,52.016888,36.403675
2001-12-06,52.126949,30.078264,31.221682,48.786407,51.870178,35.904690
